GENE	BFH10_S128	BFH11_S129	BFH1_S123	BH01_S76	BH02_S77	BH03_S78	FH1_S162	FH2_S163	FH3_S164
1376_tnpA_CCXZ01000025.1	0	0	0	0	0	0	0	0	0
535_tnpA_FN806773.1	0	1	0	0	0	0	7	22	12
1643_tnpA_JEMY01000043.1	0	0	0	0	0	0	0	0	0
2491_tnpA_KX356458.1	1	0	0	2	9	0	11	1	1
584_tnpA_AM086403.1	0	0	0	0	0	0	0	0	0
1479_tnpA_AB031212.1	0	0	0	0	0	0	0	0	0
483_tnpA_HE577623.1	0	0	0	0	0	0	0	0	0
1071_int3_HG916826.1	0	0	0	0	0	0	1	1	0
1260_tnpA_AY351675.1	0	0	0	0	0	0	6	1	2
630_tnpA_AY439015.3	0	0	0	0	0	0	1	0	0
836_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1089_tnpA_KF295829.1	0	0	0	0	130	0	18	0	0
400_tnpA_KT378598.1	0	0	0	0	0	0	31	0	0
532_IS91_MQAA01000013.1	0	0	0	0	0	0	3	15	0
979_tnpA_KX810025.1	0	0	0	1	0	1	10	7	77
1326_tnpA_AF052055.1	0	0	0	0	0	0	0	0	0
1547_tnpA_U66917.2	0	0	0	3	0	0	4	0	0
2332_tnpA_AB183145.1	0	0	0	0	0	0	0	0	0
2788_tnpA_CP002919.1	0	0	0	0	0	0	0	0	0
648_tnpA_CCYP01000054.1	0	0	0	0	0	0	0	3	1
2007_tnpA_AF042490.4	0	0	0	0	0	0	2	0	0
2083_tnpA_CP003732.1	0	0	0	0	0	0	0	0	0
339_tnpA_FN806773.1	0	0	0	0	0	0	0	1	0
344_tnpA_LM676437.1	0	0	0	0	0	0	0	3	0
489_tnpA_FN806773.1	0	0	0	0	0	0	3	5	0
812_tnpA_CDAH01000040.1	0	0	0	0	0	0	0	0	0
895_tnpA_FN806773.1	0	0	0	0	0	0	0	0	0
288_tnpA_HE577623.1	0	0	0	0	0	0	0	0	0
1839_tnpAISSm4_KJ541068.1	0	0	0	0	0	0	17	0	3
2074_tnpAa_AB088420.3	0	0	0	0	0	0	0	0	0
2350_tnpA3_CDAZ01000010.1	0	0	0	0	0	0	0	0	0
2581_IS1166_U08850	0	0	0	0	0	0	0	0	0
1447_tnpA_CP002291.1	0	0	0	0	0	0	0	0	0
2058_ISCR20-transposase_GU441460.1	1	0	0	0	0	6	0	0	0
1861_tnpA_FJ866609.1	1	0	0	0	0	1	66	90	0
2437_tnpA_KJ488943.1	0	0	0	0	0	0	0	0	0
932_tnpA_AF109404.1	0	0	0	0	0	0	0	0	0
1735_IS91_MLYM01000036.1	161	53	34	11	44	169	8	2	7
1880_IS91_CP018031.1	0	0	0	0	0	0	0	0	0
1235_tnpA_AM286690.1	0	4	0	0	4	0	20	2	0
1385_IS91_MPUM01000119.1	0	1	1	18	1	2	7	10	3
1464_tnpA_ANKQ01000003.1	0	0	0	0	0	0	0	0	0
2105_tnpA_DQ473406.1	0	0	0	0	0	0	0	0	0
2791_tnpA_BX571859.1	0	0	0	0	0	0	0	0	0
1981_tnpA_AOCI01000135.1	0	0	0	0	0	0	0	0	0
2204_tnpA_AB646744.1	3	15	1	2	0	2	74	78	29
2533_tnpA_AOCI01000205.1	0	0	0	0	0	0	0	0	0
1180_tnpA_AM286690.1	0	9	0	2	3	0	27	4	0
142_repUS20__rep(pAVX)_CP001784.1	0	0	0	0	0	0	0	0	0
307_IS91_AGTD01000005.1	0	0	0	0	0	0	0	0	0
1157_tnpA_JIDP01000002.1	0	0	0	0	0	0	0	0	0
545_tnpA(ISnew)_AJ698325.1	1	1	5	47	398	9	473	32	25
347_istA_DQ125241.2	6	42	3	2	14	20	4	5	3
871_tnpA_AY779042.1	0	0	0	1	0	0	21	0	0
2009_tnpA_KP125893.1	0	0	0	0	51	1	11	0	0
2415_tnpA_7_KU665642.1	0	0	0	0	77	0	38	0	0
132_repUS10__CDS25(pSSP1)_AP008935	0	0	0	0	0	0	0	0	0
789_tnpA_CP002474.1	0	0	0	0	2	0	0	2	0
2408_int2_AE017042.1	0	0	1	0	5	0	0	0	0
2710_tnpA_AY939911.1	16	26	15	3	7	102	10	2	9
589_int3_LN890524.1	0	0	0	0	0	0	1	0	0
1295_tnpA_FCOX02000267.1	0	0	0	0	0	0	0	0	0
1520_tnpA_HE613569.1	1	0	1	0	0	1	172	115	144
2344_istA13_LK391695.1	1	2	3	1	0	4	5	14	5
2580_tnpA_JN106175.1	0	1	6	13	0	0	22	99	15
2605_tnpA_JN106167.1	1	0	14	58	2	1	43	133	38
521_tnpA_AJ318089.1	0	0	0	0	0	0	7	1	4
705_tnpA_HE613569.1	0	0	0	0	0	0	0	0	0
765_tnpA_HE613569.1	0	0	0	0	0	0	0	0	0
667_tnpA_CBSV010000057.1	0	0	0	0	0	0	0	0	0
1309_tnpA_KP834592.1	0	0	0	0	0	0	0	1	1
1828_tnpA_AB434906.1	0	0	0	0	0	0	0	0	0
1905_tnpA_FP885897.1	0	1	0	1	0	0	0	1	1
2321_tnpA_CP000352.1	0	2	0	3	0	0	2	4	1
309_tnpA_JQ690540.1	0	0	0	0	0	0	0	0	0
738_tnpA_FP885907.1	0	2	0	1	0	0	0	2	1
724_ISCre2_NC015673	0	0	0	0	0	0	0	0	0
847_IS91_LK021130.1	0	0	0	0	0	0	0	0	0
898_IS91_CP019296.1	0	0	0	0	0	0	0	0	0
1831_tnpA_AY639948.1	4	3	3	6	1	1	21	37	19
1167_tnpA_LROM01000066.1	0	0	0	0	0	0	0	0	0
1675_IS91_CP018682.2	0	0	0	0	0	0	0	0	0
392_tnpA_JN106170.1	1	1	6	10	0	5	37	115	26
1425_IS91_KX957972.1	0	0	0	0	0	0	0	0	0
1814_int3_HE617160.1	0	0	0	0	0	0	19	2	0
1904_tniA_KF439868.1	0	0	0	0	0	0	0	0	0
915_tnpA_AY607844.2	0	0	0	0	3	0	1	0	0
2093_IS91_MQRH01000048.1	0	0	0	0	0	0	0	0	0
1612_tnpA_DQ257628.1	0	0	0	0	0	0	0	0	0
1823_tnpA_DQ257629.1	0	0	0	0	0	0	0	0	0
2550_tnpA6_HE578057.1	0	0	0	1	1	0	0	0	0
2761_tnpA_FLLH01000004.1	0	0	0	0	1	0	0	0	0
2256_tnpA_LN854557.1	0	0	0	0	0	0	0	0	0
997_tnpA_AF342826.1	0	0	3	5	106	1	37	3	4
1072_int2_CP003859.1	0	0	0	0	0	0	0	0	0
1604_int2_FR824043.1	0	0	0	0	0	0	0	0	0
1990_tnpA_LT608328.1	0	0	0	0	0	0	0	0	0
2729_tnpA_KU736870.1	0	0	0	0	0	0	0	0	0
281_ISCR-orf513_KJ186154.1	1	0	1	0	18	0	2	0	1
817_tnpA_ISSod37_AE014300.1	0	0	0	0	0	0	0	0	0
970_IS91_MOMM01000027.1	0	0	0	0	0	0	0	0	0
1973_tnpA_KX029332.1	0	0	0	0	0	0	0	0	0
957_tnpA_KX029332.1	0	0	0	0	6	0	5	0	0
1457_IS91_MQRH01000053.1	0	0	0	0	0	0	0	0	0
1558_tnpA_U13767.1	0	0	0	0	0	0	0	0	0
1591_int2_ADFW01000002.1	0	0	0	0	0	0	0	0	0
1747_IS91_MJVB01000022.1	0	0	0	0	0	0	0	0	0
2275_tnpA_AOCI01000012.1	0	0	0	0	0	0	0	0	0
443_tnpA_CT573071.1	0	0	0	0	0	0	0	0	0
600_IS91_MJIC01000004.1	0	0	0	0	0	0	0	0	0
984_IS91_MQRH01000041.1	0	0	0	0	0	0	0	0	0
1101_tnpA_CTRJ01000004.1	0	0	0	0	0	0	0	0	0
1111_tnpA_FR854090.1	0	0	0	0	0	0	0	0	0
1881_IS91_MNQS01000105.1	0	0	0	0	0	0	2	1	0
2051_tnpA_KU167609.1	0	0	0	0	2	1	0	1	1
2534_tnpA_LN899827.1	0	0	1	0	0	0	0	0	0
578_tnpA_BX571965.1	0	0	0	0	0	0	0	0	1
2696_tnpA_U14952.1	2	0	0	4	7	1	77	101	13
2181_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1395_Int-Tn916_KC414929.1	2	3	0	0	2	8	12	0	30
1584_int2_CP003858.1	0	0	0	0	0	0	0	3	1
1394_istA11_LK391695.1	0	0	0	0	0	0	0	1	0
1676_tnpA_AF079317.1	1	0	0	0	0	0	1	0	0
319_tnpA_ISSod3_AE014300.1	0	0	0	0	0	0	1	0	0
945_tnpA_AB032203.1	14	8	0	0	0	0	4	5	4
949_tnpA_CP000646.1	0	0	0	3	24	0	21	4	3
1344_tnpA_AF060871.1	0	0	0	0	0	0	0	0	0
2272_tnpA_ANKQ01000002.1	0	0	0	0	0	0	0	0	0
659_tnpA_AE014299.2	1	0	0	0	0	0	0	1	0
731_tnpA_FN392238.1	0	0	0	0	0	0	0	0	0
2147_ISCau1_NC012590	0	0	0	0	0	0	0	0	0
1075_IS91_MOFO01000088.1	0	0	0	0	0	0	0	0	0
1079_int3_AM902716.1	0	0	0	0	0	0	0	0	0
1273_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
1484_tnpA10_HQ840942.1	0	0	0	0	0	0	8	0	0
1494_tnpA_HF545434.1	0	0	0	0	0	0	0	0	0
1791_int2_AM902716.1	1	1	4	740	5	1	18	14	4
2211_tnpA_CP001846.1	0	0	0	0	3	0	0	0	0
2376_tnpA_FP236842.1	0	0	0	0	0	0	0	0	0
2460_tnpA_FO203500.1	0	0	0	0	0	0	0	0	0
2470_tnpA_CP000353.2	2	0	0	0	0	0	0	0	3
2630_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
2730_tnpA_AOCI01000042.1	0	0	0	0	0	0	0	0	0
306_IS91_LRLW01000235.1	0	0	0	0	0	0	0	0	0
482_tnpA_FN649418.1	0	0	0	0	1	0	1	0	0
541_tnpA_FP236842.1	0	0	0	0	0	0	0	0	0
614_tnpA_FP236842.1	0	0	0	0	0	0	0	0	0
821_tnpA_CP002125.1	0	0	0	0	0	0	0	0	0
1690_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1717_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1737_IS91_MKFJ01000016.1	0	0	0	0	0	0	0	0	0
1813_int2_HE577054.1	0	0	0	0	0	0	0	0	0
2174_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
2230_tnpA_AF548142.1	0	0	0	0	1	0	0	0	0
2266_tnpA_LFUT01000004.1	0	0	0	3	0	0	0	0	0
404_tnpA_LT599583.1	0	0	0	0	0	0	0	0	0
490_IS91_CP013251.1	0	0	0	0	0	0	0	0	0
756_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
718_tnpA_KF680002.1	1	2	2	5	217	2	152	8	7
1194_tnpA_AM286690.1	0	0	0	0	0	0	0	0	0
1352_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1914_IS91_MNUL01000105.1	0	0	0	0	0	0	0	0	0
2759_tnpA_ISSod4_AE014300.1	0	0	0	0	0	0	0	0	0
298_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
317_tnpA_KR259132.1	0	4	4	1	1	21	1	1	2
318_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1007_IS91_CP017105.1	0	0	0	0	0	0	0	0	0
1398_IS91_MKEM01000335.1	0	0	2	3	0	0	3	5	0
2384_IS91_MOJE01000055.1	0	0	0	0	0	0	0	0	0
2418_IS91_MOJA01000111.1	0	0	0	0	0	0	0	0	0
1664_tnpA_1_AE017042.1	0	0	0	0	0	0	0	0	0
793_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1848_IS91_LN554852.1	0	0	0	0	0	0	0	0	0
1731_IS91_CP003740.1	0	0	0	0	0	0	0	0	0
2361_int2_CP010905.2	0	0	0	0	0	0	3	1	10
2618_IS91_CP017105.1	0	0	0	0	0	0	0	0	0
2674_IS91_CP018682.2	0	0	0	0	0	0	0	0	0
1099_IS91_MNXT01000334.1	0	0	0	0	0	0	0	0	0
1365_tnpA_AJ001828.1	0	0	0	0	0	0	0	0	0
2673_IS91_MNDF01000012.1	0	0	0	0	0	0	0	0	0
1029_IS91_AB702969.1	0	0	0	0	0	0	0	0	0
1035_IS91_FJ914220.1	0	0	0	0	0	0	0	0	0
1392_IS91_LRLV01000105.1	0	0	0	0	0	0	0	0	0
1611_IS91_MIXE01000079.1	0	0	0	0	0	0	0	0	0
1659_IS91_LRLN01000181.1	0	0	0	0	0	0	0	0	0
1809_IS91_CP017269.1	0	0	0	0	0	0	0	0	0
1944_IS91_AP014804.1	0	0	0	0	0	0	0	0	1
2069_IS91_CP017269.1	0	0	0	0	0	0	0	0	0
2113_IS91_MOIY01000074.1	0	0	0	0	0	0	0	0	0
2155_IS91_MKQI01000024.1	0	0	0	0	0	0	0	0	0
2327_IS91_AE014073.1	0	0	0	0	0	0	0	0	0
274_IS91_MSKD01000035.1	0	0	0	0	0	0	0	0	0
276_IS91_CXCY01000114.1	0	0	0	0	0	0	0	0	0
293_IS91_GQ259888.1	0	0	0	0	0	0	0	0	0
316_IS91_LGMC01000103.1	0	0	0	0	0	0	0	0	0
416_IS91_MOLD01000168.1	0	0	0	0	0	0	0	0	0
436_IS91_AOGM01000145.1	0	0	0	0	0	0	0	0	0
461_IS91_CXDF01000209.1	0	0	0	0	0	0	0	0	0
512_IS91_CP000913.1	0	0	0	0	0	0	0	0	0
570_IS91_LRKX01000162.1	0	0	0	0	0	0	0	0	0
582_IS91_CP002186.1	0	0	0	0	0	0	0	0	0
644_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
707_IS91_MSKG01000382.1	0	0	0	0	0	0	0	0	0
810_tnpA_KM390023.1	0	0	0	0	1	0	3	0	0
1021_tnpA_3_KU665642.1	0	0	0	3	12	0	92	5	16
1554_IS91_LT670843.1	0	0	0	0	0	0	0	0	0
85_rep19_4_repA(pUB101)_NC005127	0	0	0	0	0	0	0	0	0
411_tnpA_AM409516.1	0	0	0	0	0	0	0	0	0
118_rep22_2_repU(pKKS825)_FN377602.2	0	0	0	0	0	0	0	0	0
1627_tnpA_CP009170.1	0	0	0	0	0	0	0	0	0
2769_tnpA_CP000354.2	0	0	0	0	1	0	0	0	0
663_IS91_LGMS01000185.1	0	0	0	0	0	0	0	0	0
1233_tnpA_JN208880.1	0	0	0	0	0	0	16	37	6
1414_IS91_CP002383.1	0	0	0	0	0	0	0	0	0
1724_IS91_LRKE01000216.1	0	0	0	0	0	0	0	0	0
486_IS91_CP001252.1	0	0	0	0	0	0	1	0	0
814_IS91_CP002383.1	0	0	0	0	0	0	0	0	0
1113_tnpA1_HE577054.1	0	0	0	0	0	0	0	0	0
126_repUS4__repA(pCI2000)_AF178424	0	0	0	0	0	0	0	0	0
2223_tnpA_CR942285.1	1	9	1	5	375	4	668	21	7
2473_tnpA_KM083808.1	0	3	1	1	1	212	189	59	14
2756_tnpA_KX810026.1	0	0	0	0	0	0	2	1	3
354_IS91_LGMW01000121.1	0	0	0	0	0	0	0	0	0
516_IS91_LGMT01000156.1	0	0	0	0	0	0	0	0	0
678_IS91_CP018775.1	0	0	0	0	0	0	0	0	0
1210_IS91_MNXU01000079.1	0	0	0	0	0	0	0	0	0
1284_IS91_MSDV01000044.1	0	0	0	0	0	0	0	0	0
2553_tnpA_KC964606.1	0	0	0	0	0	0	27	25	6
2599_IS91_LN554848.1	0	0	0	0	0	0	0	0	0
1055_int3_FR824043.1	0	0	0	0	0	0	0	0	0
1258_tnpA_AF087482.1	0	0	0	0	0	0	0	0	0
302_tnpA_FN568063.1	0	0	0	0	1	0	0	0	0
397_tnpA_FN568063.1	0	0	0	0	0	0	0	0	0
417_IS91_MNPA01000063.1	0	0	2	1	0	1	8	13	1
631_tnpA_CMVG01000038.1	0	0	0	0	0	0	0	0	0
913_tnpA_AY305378.1	0	0	0	0	0	0	0	0	0
2547_tnpA_HF953351.1	0	0	0	0	0	0	3	24	2
1001_tnpA_FP236842.1	0	0	0	0	0	0	0	0	0
1757_int2_HE858529.1	0	0	0	0	0	0	0	0	0
396_IS91_LGMC01000131.1	0	0	0	0	0	0	0	0	0
884_tnpA_CP002124.1	0	0	0	0	0	0	0	0	0
1367_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
2520_IS91_CP000753.1	0	0	0	0	0	0	0	0	0
493_tnpA_ISSod1_AE014300.1	0	0	0	0	0	0	0	0	0
576_ISRgn1_AF320327	0	0	0	0	0	0	0	0	0
1794_int3_FN597644.1	0	0	0	0	0	0	0	0	0
2138_IS91_MNRD01000143.1	0	0	0	0	0	0	1	1	2
2401_int3_CP002634.1	0	0	0	0	0	0	0	0	0
650_tnpA3B3-ISLL6_AY849557.2	0	0	0	0	0	0	1	0	0
2005_tnpA_ISSod17_AE014300.1	1	0	0	0	0	0	0	0	0
1328_tnpA_KR230047.1	0	0	0	0	0	0	0	0	0
1755_IS91_CP017269.1	0	0	0	0	0	0	0	0	0
1897_IS91_MNRK01000014.1	0	0	0	0	0	0	2	0	0
2476_IS91_MNRD01000033.1	0	0	0	0	0	0	1	0	6
1441_IS91_CP002432.1	0	0	0	0	0	0	0	0	0
2655_IS91_CP019240.1	0	0	0	0	0	0	0	0	0
725_istA2_AM261760.1	0	0	0	0	0	0	10	1	0
1723_IS91_MNRD01000033.1	0	0	0	0	0	0	0	0	1
2298_int3_CP002206.1	0	0	0	0	0	0	0	0	0
2323_IS91_CP003879.1	0	0	0	0	0	0	0	0	0
2403_int3_CP003857.1	0	0	0	0	0	0	0	0	0
1769_tnpA_AP010805.1	0	1	0	0	0	0	0	0	0
1807_int3_CP003840.1	0	0	0	0	0	0	0	0	0
2404_int2_CP001830.1	0	0	0	0	0	0	0	0	0
2795_tniA_AGTD01000004.1	8	6	5	16	14	25	31	4	3
497_int2_AP012335.1	0	0	0	0	0	0	0	0	0
740_IS91_CP017770.1	0	0	0	0	0	0	0	0	0
586_tnpA2B2-ISLL6_AY849557.2	0	0	0	0	0	0	1	0	6
469_IS91_LGMC01000232.1	0	0	0	0	0	0	0	0	0
757_tnpA_CDAN01000773.1	0	1	1	0	4	1	4	29	3
592_tnpA1B1-ISLL6_AY849557.2	0	0	0	0	0	0	0	0	1
138_repUS16__repF(pE194)_M17811.1	0	0	0	0	0	0	0	0	0
921_tnpAB_EU402605.1	0	0	0	0	0	0	0	0	0
604_IS91_CP001052.1	0	0	0	0	0	0	0	0	0
658_IS91_CP002738.1	2	0	0	0	0	0	0	0	0
1249_IS91_CP003879.1	0	0	0	0	0	0	0	0	0
1254_IS91_CP003989.2	0	0	0	0	0	0	0	0	0
2133_IS91_CP003989.2	0	0	0	0	0	0	0	0	0
754_tnpA_U93591.1	0	0	0	0	0	0	0	0	0
922_tnpA_KP987215.1	0	0	0	0	0	0	0	0	0
1740_IS91_CP019240.1	0	0	0	0	0	0	0	0	0
2075_tnpA_KJ746495.1	1	0	1	6	520	2	102	3	6
2210_tnpA_X91246.1	0	0	0	0	0	0	0	0	0
1452_tnpA_DQ147773.1	0	0	0	0	0	0	0	0	0
1417_IS91_JGVI01000044.1	0	0	0	0	0	0	0	0	0
621_tnpA_3_AE017042.1	0	0	0	0	0	0	0	0	0
1299_IS91_LN554852.1	0	0	0	0	0	0	0	0	0
1593_IS91_AAXY01000025.1	0	0	0	0	0	0	0	0	0
1689_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
2063_IS91_LN554852.1	0	0	0	0	0	0	0	0	0
2530_tnpA_AOCI01000035.1	0	0	0	0	0	0	0	0	0
2615_IS91_CP013251.1	0	0	0	0	0	0	0	0	0
2705_tnpA_KU254577.1	0	0	0	0	0	0	3	0	0
2020_tnpA_FN806773.1	0	0	0	0	0	0	0	1	1
2170_tnpA_CP003891.1	0	0	0	0	0	0	0	0	0
2320_IS91_ABCQ01000008.1	0	0	0	0	0	0	0	0	0
536_tnpA_GU371926.1	0	0	1	0	0	0	3	1	0
597_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
1065_IS91_LGMS01000178.1	0	0	0	0	0	0	0	0	0
1888_IS91_AB616660.2	0	0	0	0	0	0	0	0	0
1963_tnpA_CELV01000211.1	0	0	0	0	0	0	0	0	0
470_IS91_MOIA01000080.1	0	0	0	0	0	0	0	0	0
806_tnpA_FN806773.1	0	0	0	0	0	0	2	2	0
1698_IS91_LRLP01000027.1	0	0	0	0	0	0	0	0	0
2108_IS91_CP002017.1	0	0	0	0	0	0	0	0	0
2311_IS91_CP002017.1	0	0	0	0	0	0	0	0	0
1375_tnpA_ADMU01000041.1	0	0	0	0	0	0	0	0	0
1407_IS91_AESD01000951.1	0	0	0	0	0	0	0	0	0
1434_tnpA5_CP001894.1	0	0	0	0	0	0	0	0	0
937_tnpA_U93590.1	0	0	0	0	0	0	0	0	0
1225_tnpA_CALH01000114.1	1	0	0	0	2	0	6	9	16
1862_tnpA_CP001879.1	0	0	0	0	0	0	0	0	0
1891_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
1051_tnpA_AKTZ01000001.1	0	0	0	0	0	0	0	0	0
1257_tnpA_CP002039.1	0	0	0	0	0	0	0	0	0
1875_istA5_LK391695.1	0	0	0	7	0	1	9	3	0
2391_IS91_CP018031.1	0	0	0	0	0	0	0	0	0
2719_tnpA_AB035483.1	0	1	0	0	0	0	0	0	0
2482_IS91_LGMW01000116.1	0	0	0	0	0	0	0	0	0
1106_tnpA_AF100324.1	0	0	0	0	0	0	0	0	0
1393_tnpA_FR733648.1	0	0	0	0	0	0	1	0	0
864_IS91_CU928147.1	0	0	0	0	0	0	0	0	1
904_tnpA_CP000353.2	0	0	0	0	0	3	3	10	3
2629_IS91_MLFK01000009.1	0	0	0	0	0	0	0	0	0
1384_IS91_MOKM01000293.1	0	0	0	0	0	0	0	0	0
2106_IS91_MOKM01000200.1	0	0	0	0	0	0	0	0	0
617_IS91_MJVB01000036.1	0	0	0	0	0	0	0	0	0
429_tnpA_AF026542.1	0	0	0	0	0	0	0	0	0
940_tnpA_AF086815.2	2	3	18	380	9	0	62	170	46
1788_int2_X90708.2	0	0	0	0	0	0	0	0	0
1857_IS91_CP003742.1	0	0	0	0	0	0	0	0	0
1383_IS91_MIWB01000054.1	0	0	0	0	0	0	0	0	0
1010_tnpA_AJ233397.3	0	0	0	0	0	0	0	0	0
2464_tnpA_KC710195.1	0	0	0	1	1	13	9	23	7
270_IS91_MOFF01000153.1	87	25	15	2	21	114	14	3	4
1078_int3_CP013672.1	0	0	0	0	0	0	0	0	0
1577_IS91_MKEK01000001.1	0	0	0	0	0	0	0	0	0
2244_tnpA_KX243412.1	0	0	0	0	0	0	0	0	0
1049_tnpA_HF565366.1	0	0	0	0	0	0	0	0	0
1187_IS91_CXMY01000316.1	0	0	0	0	0	0	0	0	0
2356_tnpA_JQ319423.1	0	0	0	0	0	0	0	0	0
2389_tnpA_FKRR01000002.1	0	0	0	0	0	0	0	0	0
2689_tnpA_KX470419.1	0	0	0	0	0	0	0	0	0
292_tnpA_FKRS01000031.1	0	0	0	0	0	0	1	0	0
394_tnpA_KT862781.1	0	0	0	0	0	0	0	0	0
527_tnpA_CDAB01000007.1	0	0	0	0	0	0	2	2	0
805_tnpA_FMRQ01000002.1	0	0	0	0	0	0	0	0	0
923_tnpA_FMOA01000003.1	0	0	0	0	0	0	0	0	0
2123_IS91_MQUF01000021.1	0	0	0	0	0	0	0	0	0
1012_IS91_CP018684.2	0	0	0	0	0	0	0	0	0
1815_int3_CP009612.1	0	0	0	0	0	0	0	0	0
2255_tnpA1_HE572590.1	0	0	0	0	0	0	0	0	0
2656_IS91_HG983279.1	0	0	0	0	0	0	0	0	0
2765_tnpA2_HE572590.1	0	0	0	0	0	0	0	0	0
1193_tnpA_JX424614.1	0	1	1	3	119	1	20	6	4
2658_IS91_KX957971.1	0	0	0	0	0	0	0	0	0
449_tnpA_CDAD01000027.1	0	0	0	0	0	0	4	6	6
1817_tnpA_AE014299.2	2	0	0	1	346	3	1	0	1
1536_tnpA_EF151283.1	0	0	0	0	0	0	0	1	0
412_tnpA_FN806773.1	0	0	0	0	0	0	9	7	6
702_tnpA_DQ517526.1	1	5	7	2	58	1	35	8	1
2789_tnpA5_HG916853.1	0	0	0	0	1	0	1	1	1
2363_tnpA1_AJ245436.1	0	0	0	0	0	0	0	0	0
1850_ISRj1_X02581	0	0	0	0	0	0	0	0	0
371_tnpA_JF729197.1	0	0	1	3	36	0	10	0	0
1039_int2_LN907827.1	0	0	0	0	0	0	0	0	0
1381_IS91_APLF01000054.1	0	0	0	0	0	0	0	0	0
268_tnpA_KM396300.1	0	2	2	4	26	6	4	3	8
801_tniA_KF040452.1	0	0	0	0	0	0	1	0	0
1076_int2_CP003889.1	0	0	0	0	0	0	0	0	0
1726_tnpA_JN695267.1	0	0	0	0	0	0	0	0	0
739_tnpA_FQ482074.1	0	0	0	0	6	0	7	0	0
783_IS91_MSJV01000504.1	0	0	0	0	0	0	0	0	0
2293_IS91_CP018091.1	0	0	0	0	0	0	0	0	0
622_tnpA_EU886978.1	0	0	0	2	0	0	0	1	0
1243_IS91_LN554846.1	0	0	0	0	0	0	0	0	0
1743_IS91_CR378668.1	0	0	0	0	0	0	0	0	0
1008_tnpA_CP002881.1	0	0	0	0	0	1	0	2	0
1053_IS91_MOXO01000337.1	0	0	0	0	0	0	0	0	0
105_rep21_3_pS0385-3_AM990995.1	0	0	0	0	0	0	0	0	0
1229_tnpA_AY545598.5	0	0	0	0	19	0	2	2	0
1438_IS91_MQRH01000036.1	0	0	0	0	0	0	0	0	0
1552_tnpA_CP002881.1	0	2	0	6	0	4	1	12	8
1360_tnpA_LXLL01000017.1	0	0	0	0	0	0	0	0	0
2196_tnpA_FJ859895.1	0	0	0	0	0	0	0	0	0
613_int3_CP008695.1	0	0	0	0	0	0	0	0	0
2383_IS91_MOXN01000077.1	0	1	1	0	1	4	1	1	1
1093_tnpA_LC198842.1	0	0	0	0	0	0	0	0	0
1306_tnpA_AM296017.1	0	0	0	0	0	0	1	1	0
1530_tnpA_KU130294.1	0	0	4	0	0	0	0	1	1
1553_tnpA_EF614235.1	0	0	0	0	0	1	0	0	0
1576_tnpA_DQ914960.2	0	0	0	1	0	0	0	1	0
1964_tnpA_EF408254.1	0	1	1	1	0	0	3	11	1
2463_tnpA_EF439838.1	0	0	0	0	0	1	0	0	0
2480_tnpA_KU254577.1	0	0	6	0	0	0	0	0	0
2608_tnpA_AM749812.1	0	0	3	0	0	0	4	15	7
2692_tnpA_KU130294.1	0	0	0	0	0	0	0	0	0
2699_tnpA_JQ629929.1	0	0	1	0	0	0	0	0	0
763_tnpA_JX275775.1	0	1	2	0	0	0	0	1	0
137_repUS15__ORF(E.faecium287)_NZAAAK010000287	0	0	0	0	0	0	1	5	1
2416_tnpA_CT573073.1	0	0	0	0	0	0	0	0	0
495_tnpA_ISSod13_AE014300.1	0	0	0	0	1	0	0	0	0
79_rep17_1_CDS29(pRUM)_AF507977	0	0	0	0	0	0	0	8	0
1144_tnpA_AJ564386.1	0	0	0	0	0	0	0	0	0
1800_tnpA_FJ501215.1	33	225	26	7	4	1	12	21	13
1982_tnpA_KP987218.1	0	0	0	0	10	0	2	0	0
2086_tnpA_CDAD01000016.1	0	0	0	0	0	0	2	3	3
2171_tnpA_GQ324956.1	6	82	9	1	1	0	4	12	8
2176_tnpA_FLQY01000007.1	0	1	0	0	0	0	1	0	0
2302_tnpA_CP002881.1	0	0	0	1	3	2	5	5	2
2625_tnpA_AY540995.2	0	0	9	3	0	0	33	42	24
551_tnpA_CP000967.2	0	0	0	0	0	0	1	5	0
958_tnpA_CDAC01000056.1	0	0	0	0	0	0	2	3	4
2713_tnpA_FM897214.1	0	1	0	0	0	0	0	1	0
1629_tnpA_CDAH01000009.1	0	0	0	0	0	0	0	1	0
1668_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0
