GENE	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH06_S81	BSE79_S120	BH34A_S98	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BFH38B_S157	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH34B_S99	BFH38A_S156	BH49_S110	BFH30_S148
1971_tniB_CCES01000002.1	1	1	26	0	1	1	1	3	0	1	2	0	5	11	1	5	3	0	1	0	50	2	1	0	5	0	0	0	0	1	0	0	10	0	0	2	1	6	5	1	3	3	1	1	4	4	1	0	9	0	1	2	9	0	0	0	0	0	5	2	0	0	8	0	1	0	1	4	6	5	1	1	0	3	0	2	1	0	5	2	1	0	7	0	10	42	1	3	17	2	2	0	0	8	2	2
1200_IS91_CP000503.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1658_tnpA5_HG918041.1	0	0	84	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0	1	3	23	0	0	23	0	0	6	10	0	0	0	0	0	3	3	0	0	0	0	0	2	1	0	0	0	0	4	0	53	2	8	0	0	0	0	1	0	11	1	0	1	6	0	0	0	1	0	0	0	75	0	0	0	0	0	6	0	44
481_tnpA_CBTV010000136.1	0	7	13	0	0	0	3	22	0	7	7	0	1	187	2	2	1	0	4	0	0	0	0	0	39	1	0	2	1	0	3	0	5	1	0	0	0	0	23	0	0	12	0	2	2	0	0	0	0	4	0	20	29	0	0	0	1	1	0	1	1	0	0	0	0	0	7	10	1	0	0	0	0	0	0	2	6	1	4	48	1	0	0	0	0	1	0	12	0	0	0	0	5	0	0	35
645_tnpA_JFHO01000232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
791_tnpA_FO818637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
914_tnpA_JX570731.1	0	0	0	0	0	0	0	3	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	7	0	1	0	0	0	0	0	0	4	0	31	0	0	0	1	2	0	6	0	0	2	0	0	0	1	0	1	9	0	0	3	1	0	0	0	0	3	0	0	4	1	16	0	1	0	0	0	0	0	0	1	21	0	0	0	0	8	0	0
1356_Tn916-orf17_KC414929	2	1	35	0	4	1	46	85	3	34	1	2	3	37	10	14	15	0	1	0	2	0	8	0	17	6	1	5	11	1	6	0	1	5	3	6	15	0	251	3	3	0	4	16	255	106	0	1	3	2	1	782	14	10	17	1	5	0	4	6	0	0	0	2	88	0	21	3	5	0	4	4	1	16	0	51	5	12	873	2	20	26	6	6	2	0	11	6	9	8	6	15	3	108	8	149
1599_IS91_ABCK01000025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448_IS91_AP012273.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902_tnpA_6_KU665641.1	0	0	30	0	0	4	1	11	0	1	0	0	1	126	2	3	0	0	4	0	0	0	1	0	9	1	0	2	0	0	2	0	1	2	0	1	1	0	30	0	0	47	1	0	4	3	3	0	0	0	0	31	246	0	3	0	1	1	0	0	2	0	0	0	1	0	22	11	0	0	0	0	0	8	0	1	6	4	7	101	0	1	0	0	0	1	0	9	5	0	1	1	3	3	0	57
1974_tnpA_KF295829.1	2	66	431	2	1	3	39	288	14	7	65	5	51	359	5	25	12	1	18	0	8	3	3	0	838	8	1	19	9	0	11	4	52	8	4	9	22	21	256	3	7	69	4	5	51	53	5	1	0	6	2	523	1614	4	163	0	83	2	3	4	2	0	0	3	2	1	23	42	346	2	8	8	0	8	5	103	259	40	75	468	9	16	20	5	12	18	2	176	9	3	1	2	21	43	20	387
2152_IS91_CP000316.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2446_tnpA2_ADFW01000001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2537_tnpAIS1_KF719970.1	0	4	143	3	6	5	12	229	1	12	7	2	8	655	16	26	11	11	71	0	8	0	2	1	226	11	0	7	9	0	14	1	15	9	1	19	43	36	173	0	7	173	3	0	33	30	8	0	1	29	0	275	274	1	84	0	2	10	2	2	6	0	1	1	5	1	62	94	6	0	4	2	0	21	0	29	164	8	89	412	19	11	6	5	17	6	1	139	90	1	5	1	19	20	23	276
2603_tnpA_JX077110.1	1	72	228	3	11	2	26	196	21	4	75	0	26	140	29	9	33	8	10	0	1	2	3	0	81	5	1	22	10	1	20	0	37	12	3	22	99	13	190	3	7	40	8	14	118	80	6	0	1	9	0	335	1018	5	108	0	46	4	6	2	1	1	3	2	3	1	14	28	123	0	4	1	3	4	0	57	161	18	63	268	6	10	18	9	17	18	2	159	31	4	4	10	14	74	15	257
2619_IS91_CP003740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369_tnpA_KU682280.1	4	404	679	4	17	6	105	339	14	38	427	4	78	307	66	39	22	13	13	1	12	8	7	0	236	10	1	37	22	4	31	1	181	22	4	70	146	77	324	4	14	77	3	26	146	236	20	7	1	18	3	454	3009	13	427	0	62	13	20	15	2	1	1	4	6	2	37	118	226	2	13	4	1	14	5	151	734	54	231	644	31	31	18	27	62	39	31	616	45	5	8	11	43	262	31	714
